# Time(s) Theta1(rad) Theta2(rad)
1.137000000000000099e+01 -2.818270461196492604e-01 1.955703365934353233e+00
1.138000000000000078e+01 -3.352970168334588608e-01 1.915113698417928445e+00
1.139000000000000057e+01 -3.887332852445384845e-01 1.871380164405119562e+00
1.140000000000000036e+01 -4.419590748456561635e-01 1.824628997744832670e+00
1.141000000000000014e+01 -4.947849775651225745e-01 1.775006368397733514e+00
1.141999999999999993e+01 -5.470109767621949004e-01 1.722676721819539347e+00
1.142999999999999972e+01 -5.984287069940884551e-01 1.667820734426102014e+00
1.143999999999999950e+01 -6.488239319309472286e-01 1.610632900057737515e+00
1.145000000000000107e+01 -6.979792127373618538e-01 1.551318765326972660e+00
1.146000000000000085e+01 -7.456767330099308699e-01 1.490091829458227712e+00
1.147000000000000064e+01 -7.917012319835282641e-01 1.427170132197665753e+00
1.148000000000000043e+01 -8.358429773232587401e-01 1.362772570865461663e+00
1.149000000000000021e+01 -8.779006860423568259e-01 1.297115010976436666e+00
1.150000000000000000e+01 -9.176842821015238627e-01 1.230406280387977613e+00
1.150999999999999979e+01 -9.550173661641788714e-01 1.162844158026961505e+00
1.151999999999999957e+01 -9.897392664325201928e-01 1.094611483969883725e+00
1.152999999999999936e+01 -1.021706549179024037e+00 1.025872517733581901e+00
1.154000000000000092e+01 -1.050793886302162194e+00 9.567696590091729902e-01
1.155000000000000071e+01 -1.076894204428136215e+00 8.874206220728181327e-01
1.156000000000000050e+01 -1.099918106745654045e+00 8.179160753515984927e-01
1.157000000000000028e+01 -1.119792531273929415e+00 7.483177806086321882e-01
1.158000000000000007e+01 -1.136458714630088407e+00 6.786571359408796189e-01
1.158999999999999986e+01 -1.149869500559825619e+00 6.089340247046886034e-01
1.159999999999999964e+01 -1.159986063948242219e+00 5.391158075692977780e-01
1.160999999999999943e+01 -1.166774106772516362e+00 4.691362602570972040e-01
1.162000000000000099e+01 -1.170199565192018065e+00 3.988942259812698898e-01
1.163000000000000078e+01 -1.170223835724793160e+00 3.282517206710512947e-01
1.164000000000000057e+01 -1.166798490439530323e+00 2.570312041991432706e-01
1.165000000000000036e+01 -1.159859421667815749e+00 1.850117247877101079e-01
1.166000000000000014e+01 -1.149320343778780229e+00 1.119236404497730430e-01
1.166999999999999993e+01 -1.135065638132794152e+00 3.744172513192917107e-02
1.167999999999999972e+01 -1.116942753279377198e+00 -3.882322899724977017e-02
1.168999999999999950e+01 -1.094754982432972978e+00 -1.173333912723966699e-01
1.170000000000000107e+01 -1.068256954552253557e+00 -1.986305086128269670e-01
1.171000000000000085e+01 -1.037158659753053991e+00 -2.833324748517454528e-01
1.172000000000000064e+01 -1.001151285309977768e+00 -3.721018971613967996e-01
1.173000000000000043e+01 -9.599819507987628064e-01 -4.655493621522695524e-01
1.174000000000000021e+01 -9.136212441056518196e-01 -5.640098063762712943e-01
1.175000000000000000e+01 -8.625551500474474276e-01 -6.671448756977444994e-01
1.175999999999999979e+01 -8.081048732641223920e-01 -7.734979462345451529e-01
1.176999999999999957e+01 -7.524265963446697958e-01 -8.804767360604933701e-01
1.177999999999999936e+01 -6.979024858917821650e-01 -9.851652164883593077e-01
1.179000000000000092e+01 -6.463277001724555548e-01 -1.085417559344048266e+00
1.180000000000000071e+01 -5.985887433249167389e-01 -1.180285297608633543e+00
1.181000000000000050e+01 -5.548657455460750398e-01 -1.269736426652255501e+00
1.182000000000000028e+01 -5.149634539470239192e-01 -1.354207374520992158e+00
1.183000000000000007e+01 -4.785445533909098437e-01 -1.434293125975879546e+00
1.183999999999999986e+01 -4.452491192004380816e-01 -1.510593358662387864e+00
1.184999999999999964e+01 -4.147441870450013779e-01 -1.583652486150456173e+00
1.185999999999999943e+01 -3.867393085719770807e-01 -1.653944251493263184e+00
1.187000000000000099e+01 -3.609876515665623731e-01 -1.721874446014775462e+00
1.188000000000000078e+01 -3.372817972034016787e-01 -1.787789661041753630e+00
1.189000000000000057e+01 -3.154481519578002935e-01 -1.851987068734016306e+00
1.190000000000000036e+01 -2.953415142355064194e-01 -1.914723380469490976e+00
1.191000000000000014e+01 -2.768403084245577572e-01 -1.976222452653948913e+00
1.191999999999999993e+01 -2.598425752766737595e-01 -2.036681526650711227e+00
1.192999999999999972e+01 -2.442626497529151453e-01 -2.096276260588068041e+00
1.193999999999999950e+01 -2.300284076843793768e-01 -2.155164745323766784e+00
1.195000000000000107e+01 -2.170789581321891371e-01 -2.213490677874082380e+00
1.196000000000000085e+01 -2.053626665693863984e-01 -2.271385833218647843e+00
1.197000000000000064e+01 -1.948354074551364723e-01 -2.328971938535201236e+00
1.198000000000000043e+01 -1.854589562500595368e-01 -2.386362022227877411e+00
1.199000000000000021e+01 -1.771994404691885627e-01 -2.443661282869727280e+00
1.200000000000000000e+01 -1.700257776931783371e-01 -2.500967500548402445e+00
1.200999999999999979e+01 -1.639080366777787845e-01 -2.558370996677039599e+00
1.201999999999999957e+01 -1.588156665888366126e-01 -2.615954142837076279e+00
1.203000000000000114e+01 -1.547155551426272480e-01 -2.673790417547124765e+00
1.204000000000000092e+01 -1.515698980365836890e-01 -2.731943025512296064e+00
1.205000000000000071e+01 -1.493339022417792539e-01 -2.790463129305143397e+00
1.206000000000000050e+01 -1.479533754258114397e-01 -2.849387781095225503e+00
1.207000000000000028e+01 -1.473623419971559212e-01 -2.908737726613166874e+00
1.208000000000000007e+01 -1.474808708845989635e-01 -2.968515327780566260e+00
1.208999999999999986e+01 -1.482133809193230123e-01 -3.028702930649765257e+00
1.209999999999999964e+01 -1.494477343531494251e-01 -3.089262075007793040e+00
1.210999999999999943e+01 -1.510554199141127540e-01 -3.150133930100511126e+00
1.212000000000000099e+01 -1.528930674654872812e-01 -3.211241276373827169e+00
1.213000000000000078e+01 -1.548053771420399294e-01 -3.272492162124693404e+00
1.214000000000000057e+01 -1.566293371869043327e-01 -3.333785111222945741e+00
1.215000000000000036e+01 -1.581993692673881735e-01 -3.395015468843373796e+00
1.216000000000000014e+01 -1.593528474331126765e-01 -3.456082233723164254e+00
1.216999999999999993e+01 -1.599353516247606077e-01 -3.516894617179794569e+00
1.217999999999999972e+01 -1.598050615479734426e-01 -3.577377621169472999e+00
1.218999999999999950e+01 -1.588358637303532717e-01 -3.637476130227490057e+00
1.220000000000000107e+01 -1.569189767297781146e-01 -3.697157295565309365e+00
1.221000000000000085e+01 -1.539631304425415070e-01 -3.756411272037045723e+00
1.222000000000000064e+01 -1.498935195871891890e-01 -3.815250593441301241e+00
1.223000000000000043e+01 -1.446498463622929720e-01 -3.873708588028888400e+00
1.224000000000000021e+01 -1.381837841175102832e-01 -3.931837256996423502e+00
1.225000000000000000e+01 -1.304561594688173343e-01 -3.989704999484535275e+00
1.225999999999999979e+01 -1.214340759540483844e-01 -4.047394481836522395e+00
1.226999999999999957e+01 -1.110881246549523527e-01 -4.105000861971294768e+00
1.228000000000000114e+01 -9.938975423152970889e-02 -4.162630502701004431e+00
1.229000000000000092e+01 -8.630881298145470781e-02 -4.220400250705605316e+00
1.230000000000000071e+01 -7.181123112080506354e-02 -4.278437324912565565e+00
1.231000000000000050e+01 -5.585677845420775750e-02 -4.336879845241909948e+00
1.232000000000000028e+01 -3.839680834529334008e-02 -4.395878038802322862e+00
1.233000000000000007e+01 -1.937187791908601131e-02 -4.455596181499446473e+00
1.233999999999999986e+01 1.290885954509612271e-03 -4.516215368016624154e+00
1.234999999999999964e+01 2.368082916009784517e-02 -4.577937250986264139e+00
1.235999999999999943e+01 4.790740405843233601e-02 -4.640988949091245708e+00
1.237000000000000099e+01 7.410460744878327732e-02 -4.705629392973581737e+00
1.238000000000000078e+01 1.024364585448196557e-01 -4.772157440674750895e+00
1.239000000000000057e+01 1.331037398114820469e-01 -4.840922118097195082e+00
1.240000000000000036e+01 1.663520837238446071e-01 -4.912335208100891748e+00
1.241000000000000014e+01 2.024810362976432465e-01 -4.986885869290324180e+00
1.241999999999999993e+01 2.418524401388928435e-01 -5.065155318836099596e+00
1.242999999999999972e+01 2.848931485734638169e-01 -5.147825189515725874e+00
1.243999999999999950e+01 3.320790045920662403e-01 -5.235662221139829597e+00
1.245000000000000107e+01 3.838692826995183660e-01 -5.329437516352760973e+00
1.246000000000000085e+01 4.405302141765438662e-01 -5.429695734200403301e+00
1.247000000000000064e+01 5.017699641566116808e-01 -5.536264716836592825e+00
1.248000000000000043e+01 5.662364775484699519e-01 -5.647569730773833285e+00
1.249000000000000021e+01 6.313490247960675816e-01 -5.760393721390062005e+00
1.250000000000000000e+01 6.940704048748351784e-01 -5.870919973574469708e+00
1.250999999999999979e+01 7.521359359344322870e-01 -5.976397165627088448e+00
1.251999999999999957e+01 8.045365003532729542e-01 -6.075779373106466430e+00
1.253000000000000114e+01 8.511745874902384434e-01 -6.169240127064115953e+00
1.254000000000000092e+01 8.923726914340035510e-01 -6.257497419140394257e+00
1.255000000000000071e+01 9.285674598893887133e-01 -6.341401214814402998e+00
1.256000000000000050e+01 9.601748789664045214e-01 -6.421756757383994874e+00
1.257000000000000028e+01 9.875456781932242523e-01 -6.499269910728681765e+00
1.258000000000000007e+01 1.010958660687348187e+00 -6.574542282044887997e+00
1.258999999999999986e+01 1.030627489657697460e+00 -6.648082839435764946e+00
1.259999999999999964e+01 1.046711014487859748e+00 -6.720322808572896101e+00
1.260999999999999943e+01 1.059323548020250305e+00 -6.791629227385283407e+00
1.262000000000000099e+01 1.068544036783890983e+00 -6.862315907100744461e+00
1.263000000000000078e+01 1.074424006365732875e+00 -6.932651767150415090e+00
1.264000000000000057e+01 1.076994465937816337e+00 -7.002866890882479822e+00
1.265000000000000036e+01 1.076272013015723950e+00 -7.073156722788087158e+00
1.266000000000000014e+01 1.072264348719661697e+00 -7.143684809273425529e+00
1.266999999999999993e+01 1.064975350015941347e+00 -7.214584437319185639e+00
1.267999999999999972e+01 1.054409779477116560e+00 -7.285959495094592953e+00
1.268999999999999950e+01 1.040577647594533195e+00 -7.357884843609780567e+00
1.270000000000000107e+01 1.023498184690317281e+00 -7.430406492957074782e+00
1.271000000000000085e+01 1.003203331396347098e+00 -7.503541816486325899e+00
1.272000000000000064e+01 9.797406353818970404e-01 -7.577280059786037469e+00
1.273000000000000043e+01 9.531754221861196141e-01 -7.651583333925585428e+00
1.274000000000000021e+01 9.235921286335010416e-01 -7.726388236144227761e+00
1.275000000000000000e+01 8.910947230036843081e-01 -7.801608171640684652e+00
1.275999999999999979e+01 8.558061871170931090e-01 -7.877136377295757441e+00
1.276999999999999957e+01 8.178671210844455919e-01 -7.952849537398489765e+00
1.278000000000000114e+01 7.774335756404531228e-01 -8.028611851448790304e+00
1.279000000000000092e+01 7.346742964257243491e-01 -8.104279317490245660e+00
1.280000000000000071e+01 6.897675995459666698e-01 -8.179703991756019477e+00
1.281000000000000050e+01 6.428981082571135763e-01 -8.254737984297024767e+00
1.282000000000000028e+01 5.942535694023426407e-01 -8.329236985472658006e+00
1.283000000000000007e+01 5.440219360199094467e-01 -8.403063176237944631e+00
1.283999999999999986e+01 4.923888457465757651e-01 -8.476087440362404024e+00
1.284999999999999964e+01 4.395355761793526272e-01 -8.548190863808356355e+00
1.285999999999999943e+01 3.856374980459146840e-01 -8.619265565912950677e+00
1.287000000000000099e+01 3.308630073924875847e-01 -8.689214948294949892e+00
1.288000000000000078e+01 2.753728820190309290e-01 -8.757953475648974973e+00
1.289000000000000057e+01 2.193199900044831008e-01 -8.825406111272158682e+00
1.290000000000000036e+01 1.628492694867805235e-01 -8.891507527930277988e+00
1.291000000000000014e+01 1.060979004307992246e-01 -8.956201202155810392e+00
1.291999999999999993e+01 4.919559694440731046e-02 -9.019438482025369908e+00
1.292999999999999972e+01 -7.735039903989285315e-03 -9.081177698210204596e+00
1.293999999999999950e+01 -6.457815573606189019e-02 -9.141383367746026778e+00
1.295000000000000107e+01 -1.212242971685110055e-01 -9.200025521613953927e+00
1.296000000000000085e+01 -1.775701090646499836e-01 -9.257079170629019416e+00
1.297000000000000064e+01 -2.335180870060039604e-01 -9.312523912549258043e+00
1.298000000000000043e+01 -2.889763892746825547e-01 -9.366343671735247511e+00
1.299000000000000021e+01 -3.438587065843101143e-01 -9.418526556919308845e+00
1.300000000000000000e+01 -3.980841816884820861e-01 -9.469064816458461209e+00
1.300999999999999979e+01 -4.515773706636580509e-01 -9.517954868682940273e+00
1.301999999999999957e+01 -5.042682329698686683e-01 -9.565197383279903320e+00
1.303000000000000114e+01 -5.560921385356487612e-01 -9.610797390482817448e+00
1.304000000000000092e+01 -6.069898803307754998e-01 -9.654764396071181309e+00
1.305000000000000071e+01 -6.569076798983705112e-01 -9.697112482173494641e+00
1.306000000000000050e+01 -7.057971767243889083e-01 -9.737860377316069460e+00
1.307000000000000028e+01 -7.536153929938265161e-01 -9.777031482584442657e+00
1.308000000000000007e+01 -8.003246668154330168e-01 -9.814653843571504055e+00
1.308999999999999986e+01 -8.458925507090510054e-01 -9.850760063270092459e+00
1.309999999999999964e+01 -8.902916726977464501e-01 -9.885387153195136278e+00
1.310999999999999943e+01 -9.334995581824939714e-01 -9.918576321026415954e+00
1.312000000000000099e+01 -9.754984173307083006e-01 -9.950372703192551072e+00
1.313000000000000078e+01 -1.016274899404040033e+00 -9.980825045846597021e+00
1.314000000000000057e+01 -1.055819816962845437e+00 -1.000998534063012180e+01
1.315000000000000036e+01 -1.094127848707743489e+00 -1.003790842855452858e+01
1.316000000000000014e+01 -1.131197224767340970e+00 -1.006465157881067363e+01
1.316999999999999993e+01 -1.167029400527183958e+00 -1.009027405348406603e+01
1.317999999999999972e+01 -1.201628725797782016e+00 -1.011483666773878731e+01
1.318999999999999950e+01 -1.235002115680580825e+00 -1.013840135473923354e+01
1.320000000000000107e+01 -1.267158727164277909e+00 -1.016103074277336127e+01
1.321000000000000085e+01 -1.298109646785534643e+00 -1.018278775155820703e+01
1.322000000000000064e+01 -1.327867593652883205e+00 -1.020373521311844378e+01
1.323000000000000043e+01 -1.356446640029766115e+00 -1.022393552113497073e+01
1.324000000000000021e+01 -1.383861951944697521e+00 -1.024345031132883932e+01
1.325000000000000000e+01 -1.410129551247204960e+00 -1.026234017427193024e+01
1.325999999999999979e+01 -1.435266101025253871e+00 -1.028066440424466599e+01
1.326999999999999957e+01 -1.459288711094699931e+00 -1.029848077662705030e+01
1.328000000000000114e+01 -1.482214767953949019e+00 -1.031584536161113697e+01
1.329000000000000092e+01 -1.504061782734111841e+00 -1.033281236414216053e+01
1.330000000000000071e+01 -1.524847261105853446e+00 -1.034943399556178356e+01
1.331000000000000050e+01 -1.544588589066810513e+00 -1.036576036789653266e+01
1.332000000000000028e+01 -1.563302936461683279e+00 -1.038183941317409698e+01
1.333000000000000007e+01 -1.581007173712198899e+00 -1.039771682239675776e+01
1.333999999999999986e+01 -1.597717801388154557e+00 -1.041343600253737556e+01
1.334999999999999964e+01 -1.613450890245362812e+00 -1.042903804925738598e+01
1.335999999999999943e+01 -1.628222029518493486e+00 -1.044456173149313116e+01
1.337000000000000099e+01 -1.642046282496617549e+00 -1.046004348788106242e+01
1.338000000000000078e+01 -1.654938146460985138e+00 -1.047551743019090864e+01
1.339000000000000057e+01 -1.666911516806050653e+00 -1.049101535437955413e+01
1.340000000000000036e+01 -1.677979652300756852e+00 -1.050656675477146074e+01
1.341000000000000014e+01 -1.688155141612946331e+00 -1.052219884218263068e+01
1.341999999999999993e+01 -1.697449868463190903e+00 -1.053793656220750918e+01
1.342999999999999972e+01 -1.705874975461980858e+00 -1.055380261398094000e+01
1.343999999999999950e+01 -1.713440824656474071e+00 -1.056981746679116796e+01
1.345000000000000107e+01 -1.720156954691189455e+00 -1.058599937439545613e+01
1.346000000000000085e+01 -1.726032033367139951e+00 -1.060236438549769566e+01
1.347000000000000064e+01 -1.731073805349081507e+00 -1.061892634979412975e+01
1.348000000000000043e+01 -1.735289034653803686e+00 -1.063569691922319649e+01
1.349000000000000021e+01 -1.738683441673124497e+00 -1.065268554371487397e+01
1.350000000000000000e+01 -1.741261635370661809e+00 -1.066989946240392229e+01
1.350999999999999979e+01 -1.743027040342620460e+00 -1.068734368935959012e+01
1.351999999999999957e+01 -1.743981821001592269e+00 -1.070502099712272859e+01
1.353000000000000114e+01 -1.744126803573323725e+00 -1.072293189858531726e+01
1.354000000000000092e+01 -1.743461397741755237e+00 -1.074107462941436530e+01
1.355000000000000071e+01 -1.741983522701078924e+00 -1.075944513766410537e+01
1.356000000000000050e+01 -1.739689539104270377e+00 -1.077803708241856029e+01
1.357000000000000028e+01 -1.736574193778597452e+00 -1.079684185099978677e+01
1.358000000000000007e+01 -1.732630582533982500e+00 -1.081584860212359622e+01
1.358999999999999986e+01 -1.727850138574972716e+00 -1.083504434567657171e+01
1.359999999999999964e+01 -1.722222655409499925e+00 -1.085441407188237228e+01
1.360999999999999943e+01 -1.715736353606528208e+00 -1.087394094355581764e+01
1.362000000000000099e+01 -1.708377998396721997e+00 -1.089360656220487300e+01
1.363000000000000078e+01 -1.700133086972377194e+00 -1.091339133521614002e+01
1.364000000000000057e+01 -1.690986102297771909e+00 -1.093327494128410216e+01
1.365000000000000036e+01 -1.680920849895463087e+00 -1.095323691911647224e+01
1.366000000000000014e+01 -1.669920876244264774e+00 -1.097325737965468306e+01
1.366999999999999993e+01 -1.657969972783942092e+00 -1.099331784918240018e+01
1.367999999999999972e+01 -1.645052736425789863e+00 -1.101340220569552919e+01
1.368999999999999950e+01 -1.631155202918734171e+00 -1.103349773307521708e+01
1.370000000000000107e+01 -1.616265482394566799e+00 -1.105359619616433164e+01
1.371000000000000085e+01 -1.600374403460144590e+00 -1.107369494709699254e+01
1.372000000000000064e+01 -1.583476085720522564e+00 -1.109379795106177014e+01
1.373000000000000043e+01 -1.565568418729174738e+00 -1.111391670091184913e+01
1.374000000000000021e+01 -1.546653384812876064e+00 -1.113407093223023203e+01
1.375000000000000000e+01 -1.526737191692226325e+00 -1.115428909051022188e+01
1.375999999999999979e+01 -1.505830181309169680e+00 -1.117460850301824848e+01
1.376999999999999957e+01 -1.483946501631824733e+00 -1.119507523761564727e+01
1.378000000000000114e+01 -1.461103543610963396e+00 -1.121574365422818786e+01
1.379000000000000092e+01 -1.437321164629845605e+00 -1.123667568391748084e+01
1.380000000000000071e+01 -1.412620736325281401e+00 -1.125793989692692065e+01
1.381000000000000050e+01 -1.387024064060274897e+00 -1.127961043736881841e+01
1.382000000000000028e+01 -1.360552231974550663e+00 -1.130176591525733976e+01
1.383000000000000007e+01 -1.333224425181630313e+00 -1.132448834665077264e+01
1.383999999999999986e+01 -1.305056773687400362e+00 -1.134786222657035459e+01
1.384999999999999964e+01 -1.276061253467129619e+00 -1.137197381031652021e+01
1.385999999999999943e+01 -1.246244658020248641e+00 -1.139691065242000967e+01
1.387000000000000099e+01 -1.215607649737089124e+00 -1.142276145238838936e+01
1.388000000000000078e+01 -1.184143875123263578e+00 -1.144961622832872550e+01
1.389000000000000057e+01 -1.151839118455812550e+00 -1.147756683715009451e+01
1.390000000000000036e+01 -1.118670455673508535e+00 -1.150670785460235557e+01
1.391000000000000014e+01 -1.084605356183844460e+00 -1.153713782814574174e+01
1.391999999999999993e+01 -1.049600672091523634e+00 -1.156896092978057844e+01
1.392999999999999972e+01 -1.013601439038049890e+00 -1.160228905018407630e+01
1.393999999999999950e+01 -9.765393989430160016e-01 -1.163724439832929924e+01
1.395000000000000107e+01 -9.383311357338665060e-01 -1.167396271032456134e+01
1.396000000000000085e+01 -8.988756861358867534e-01 -1.171259721436139323e+01
1.397000000000000064e+01 -8.580514509966248315e-01 -1.175332355937528206e+01
1.398000000000000043e+01 -8.157121884884918073e-01 -1.179634598615369612e+01
1.399000000000000021e+01 -7.716818075305030833e-01 -1.184190511562602843e+01
1.400000000000000000e+01 -7.257476133668667728e-01 -1.189028782838619236e+01
1.400999999999999979e+01 -6.776516405051664638e-01 -1.194183974407511428e+01
1.401999999999999957e+01 -6.270797880627254628e-01 -1.199698071013436795e+01
1.403000000000000114e+01 -5.736489436208437320e-01 -1.205622307270503590e+01
1.404000000000000092e+01 -5.168938206795394841e-01 -1.212019039136087528e+01
1.405000000000000071e+01 -4.562595854185388378e-01 -1.218962824712806814e+01
1.406000000000000050e+01 -3.911176673949308125e-01 -1.226538307828947261e+01
1.407000000000000028e+01 -3.208485244817547710e-01 -1.234828821338187055e+01
1.408000000000000007e+01 -2.450817553104397972e-01 -1.243883097575186802e+01
1.408999999999999986e+01 -1.642005409342866540e-01 -1.253645065294777794e+01
1.409999999999999964e+01 -7.997263689423493582e-02 -1.263865753805073133e+01
1.410999999999999943e+01 4.472297203290396747e-03 -1.274106132421531257e+01
1.412000000000000099e+01 8.592940374114020619e-02 -1.283916340763459907e+01
1.413000000000000078e+01 1.624878757249061390e-01 -1.293026508775123595e+01
1.414000000000000057e+01 2.336625782640052162e-01 -1.301364927732441679e+01
1.415000000000000036e+01 2.997814375052897384e-01 -1.308972618542692246e+01
1.416000000000000014e+01 3.614570915182118704e-01 -1.315929861363449760e+01
1.416999999999999993e+01 4.193265574253609573e-01 -1.322320130273495664e+01
1.417999999999999972e+01 4.739585029064241617e-01 -1.328217333708956005e+01
1.418999999999999950e+01 5.258334635285635272e-01 -1.333683159279031472e+01
1.420000000000000107e+01 5.753498676727795136e-01 -1.338767976034236007e+01
1.421000000000000085e+01 6.228368504036827513e-01 -1.343512665543781637e+01
1.422000000000000064e+01 6.685671263782767548e-01 -1.347950458583484945e+01
1.423000000000000043e+01 7.127679354525328081e-01 -1.352108509433863581e+01
1.424000000000000021e+01 7.556297795230886294e-01 -1.356009173643252375e+01
1.425000000000000000e+01 7.973132008137235882e-01 -1.359671026938697658e+01
1.425999999999999979e+01 8.379539654900015622e-01 -1.363109677315614476e+01
1.426999999999999957e+01 8.776669932605974944e-01 -1.366338417925386572e+01
1.428000000000000114e+01 9.165493153158680295e-01 -1.369368759105718603e+01
1.429000000000000092e+01 9.546822848592576571e-01 -1.372210868529733396e+01
1.430000000000000071e+01 9.921332188557523413e-01 -1.374873940696432228e+01
1.431000000000000050e+01 1.028956611606459681e+00 -1.377366509979715303e+01
1.432000000000000028e+01 1.065195040310478625e+00 -1.379696717054639876e+01
1.433000000000000007e+01 1.100879861647215074e+00 -1.381872533921438873e+01
1.433999999999999986e+01 1.136031786915317587e+00 -1.383901949839446210e+01
1.434999999999999964e+01 1.170661412610986662e+00 -1.385793118303646487e+01
1.435999999999999943e+01 1.204769773320522486e+00 -1.387554463866404220e+01
1.437000000000000099e+01 1.238348972635266554e+00 -1.389194747192813750e+01
1.438000000000000078e+01 1.271382934223909578e+00 -1.390723087155922322e+01
1.439000000000000057e+01 1.303848299139598321e+00 -1.392148940054926243e+01
1.440000000000000036e+01 1.335715478785326038e+00 -1.393482037879678614e+01
1.441000000000000014e+01 1.366949852103434004e+00 -1.394732289688163540e+01
1.441999999999999993e+01 1.397513079074049536e+00 -1.395909652776418319e+01
1.442999999999999972e+01 1.427364486727241477e+00 -1.397023981930588832e+01
1.443999999999999950e+01 1.456462472471949043e+00 -1.398084867046705959e+01
1.445000000000000107e+01 1.484765864818701875e+00 -1.399101469575485268e+01
1.446000000000000085e+01 1.512235181588729382e+00 -1.400082368305206160e+01
1.447000000000000064e+01 1.538833732040263635e+00 -1.401035423769848620e+01
1.448000000000000043e+01 1.564528522656279730e+00 -1.401967668409338330e+01
1.449000000000000021e+01 1.589290937918254043e+00 -1.402885227644783583e+01
1.450000000000000000e+01 1.613097185518576282e+00 -1.403793274106058675e+01
1.450999999999999979e+01 1.635928510664996782e+00 -1.404696014778319757e+01
1.451999999999999957e+01 1.657771196433250216e+00 -1.405596708815260243e+01
1.453000000000000114e+01 1.678616378694265610e+00 -1.406497711937745976e+01
1.454000000000000092e+01 1.698459710426219571e+00 -1.407400542282237588e+01
1.455000000000000071e+01 1.717300913355037206e+00 -1.408305962077383633e+01
1.456000000000000050e+01 1.735143254651286604e+00 -1.409214069533978630e+01
1.457000000000000028e+01 1.751992983702496343e+00 -1.410124395746379555e+01
1.458000000000000007e+01 1.767858759330361407e+00 -1.411036002116108712e+01
1.458999999999999986e+01 1.782751092133670889e+00 -1.411947574675940764e+01
1.459999999999999964e+01 1.796681820724411960e+00 -1.412857512592359832e+01
1.460999999999999943e+01 1.809663634577228120e+00 -1.413764009038146519e+01
1.462000000000000099e+01 1.821709651237288785e+00 -1.414665123370333077e+01
1.463000000000000078e+01 1.832833051210704056e+00 -1.415558844205266276e+01
1.464000000000000057e+01 1.843046770495432973e+00 -1.416443143474988986e+01
1.465000000000000036e+01 1.852363247630118170e+00 -1.417316021998910003e+01
1.466000000000000014e+01 1.860794221815258886e+00 -1.418175547129053982e+01
1.466999999999999993e+01 1.868350575611188891e+00 -1.419019883479352373e+01
1.467999999999999972e+01 1.875042217027976577e+00 -1.419847317531290720e+01
1.468999999999999950e+01 1.880877994855534308e+00 -1.420656277037468662e+01
1.470000000000000107e+01 1.885865641165133111e+00 -1.421445346129367948e+01
1.471000000000000085e+01 1.890011736194051162e+00 -1.422213276828662387e+01
1.472000000000000064e+01 1.893321690521852396e+00 -1.422958997701738326e+01
1.473000000000000043e+01 1.895799740270367018e+00 -1.423681620270929749e+01
1.474000000000000021e+01 1.897448951938130790e+00 -1.424380443660182927e+01
1.475000000000000000e+01 1.898271233719290185e+00 -1.425054957917577170e+01
1.475999999999999979e+01 1.898267350809384579e+00 -1.425704846358453182e+01
1.476999999999999957e+01 1.897436942752741107e+00 -1.426329987192891657e+01
1.478000000000000114e+01 1.895778541389513849e+00 -1.426930454624494793e+01
1.479000000000000092e+01 1.893289587993854051e+00 -1.427506519620142988e+01
1.480000000000000071e+01 1.889966449333416287e+00 -1.428058650356939019e+01
1.481000000000000050e+01 1.885804431650092594e+00 -1.428587512494976686e+01
1.482000000000000028e+01 1.880797793175074339e+00 -1.429093969164952860e+01
1.483000000000000007e+01 1.874939754874480391e+00 -1.429579080718411888e+01
1.483999999999999986e+01 1.868222510231232647e+00 -1.430044104109448355e+01
1.484999999999999964e+01 1.860637234874789048e+00 -1.430490491794244790e+01
1.485999999999999943e+01 1.852174097225601779e+00 -1.430919889974421899e+01
1.487000000000000099e+01 1.842822271656739064e+00 -1.431334135968317867e+01
1.488000000000000078e+01 1.832569955986233845e+00 -1.431735254443900374e+01
1.489000000000000057e+01 1.821404395594842685e+00 -1.432125452178529024e+01
1.490000000000000036e+01 1.809311916681479060e+00 -1.432507110976990106e+01
1.491000000000000014e+01 1.796277971836460763e+00 -1.432882778269061497e+01
1.491999999999999993e+01 1.782287201196029347e+00 -1.433255154905769402e+01
1.492999999999999972e+01 1.767323513280273373e+00 -1.433627079522207382e+01
1.493999999999999950e+01 1.751370189427474466e+00 -1.434001508893758903e+01
1.495000000000000107e+01 1.734410017587491026e+00 -1.434381493320945822e+01
1.496000000000000085e+01 1.716425459018713351e+00 -1.434770146618345166e+01
1.497000000000000064e+01 1.697398854271276569e+00 -1.435170609536510966e+01
1.498000000000000043e+01 1.677312673601917492e+00 -1.435586005934486131e+01
1.499000000000000021e+01 1.656149816264803176e+00 -1.436019390946171370e+01
1.500000000000000000e+01 1.633893964948766930e+00 -1.436473690079473542e+01
1.500999999999999979e+01 1.610529998685583664e+00 -1.436951628732294139e+01
1.501999999999999957e+01 1.586044465473467557e+00 -1.437455651963789194e+01
1.503000000000000114e+01 1.560426119027346070e+00 -1.437987833729131992e+01
1.504000000000000092e+01 1.533666515013249354e+00 -1.438549776385258561e+01
1.505000000000000071e+01 1.505760667404054676e+00 -1.439142500357729304e+01
1.506000000000000050e+01 1.476707749145233173e+00 -1.439766326663037788e+01
1.507000000000000028e+01 1.446511835916274080e+00 -1.440420752471400156e+01
1.508000000000000007e+01 1.415182667079722068e+00 -1.441104324149308269e+01
