# Frequency(Hz) Magnitude
1.448551448551448573e+01 1.239725657044260826e-06
1.458541458541458624e+01 1.225252077497327831e-06
1.468531468531468498e+01 1.211073238814896780e-06
1.478521478521478549e+01 1.197181197067612107e-06
1.488511488511488601e+01 1.183568274769687711e-06
1.498501498501498475e+01 1.170227050127389424e-06
1.508491508491508526e+01 1.157150347036935398e-06
1.518481518481518577e+01 1.144331225261994782e-06
1.528471528471528451e+01 1.131762971221875564e-06
1.538461538461538503e+01 1.119439089225044003e-06
1.548451548451548554e+01 1.107353292983197256e-06
1.558441558441558428e+01 1.095499497598389507e-06
1.568431568431568479e+01 1.083871811821470798e-06
1.578421578421578531e+01 1.072464530812768748e-06
1.588411588411588404e+01 1.061272128953817984e-06
1.598401598401598456e+01 1.050289253284458446e-06
1.608391608391608329e+01 1.039510716980556758e-06
1.618381618381618381e+01 1.028931493235792590e-06
1.628371628371628432e+01 1.018546709418606434e-06
1.638361638361638484e+01 1.008351641328343822e-06
1.648351648351648535e+01 9.983417079216737317e-07
1.658341658341658231e+01 9.885124660546247849e-07
1.668331668331668283e+01 9.788596056066057834e-07
1.678321678321678334e+01 9.693789446400732014e-07
1.688311688311688386e+01 9.600664249742391825e-07
1.698301698301698437e+01 9.509181077030407440e-07
1.708291708291708488e+01 9.419301690936574873e-07
1.718281718281718184e+01 9.330988965380616156e-07
1.728271728271728236e+01 9.244206847092630995e-07
1.738261738261738287e+01 9.158920318619713128e-07
1.748251748251748339e+01 9.075095363058379372e-07
1.758241758241758390e+01 8.992698929668104572e-07
1.768231768231768442e+01 8.911698901193466015e-07
1.778221778221778138e+01 8.832064062707359941e-07
1.788211788211788189e+01 8.753764071101873235e-07
1.798201798201798240e+01 8.676769426108910367e-07
1.808191808191808292e+01 8.601051442684697968e-07
1.818181818181818343e+01 8.526582223569107481e-07
1.828171828171828395e+01 8.453334634026327988e-07
1.838161838161838091e+01 8.381282276806562762e-07
1.848151848151848142e+01 8.310399468036551442e-07
1.858141858141858194e+01 8.240661214733998363e-07
1.868131868131868245e+01 8.172043192098478424e-07
1.878121878121878296e+01 8.104521722689410592e-07
1.888111888111888348e+01 8.038073755507210258e-07
1.898101898101898044e+01 7.972676846470183535e-07
1.908091908091908095e+01 7.908309139308979156e-07
1.918081918081918147e+01 7.844949346923266247e-07
1.928071928071928198e+01 7.782576734479873727e-07
1.938061938061938250e+01 7.721171101439757023e-07
1.948051948051947946e+01 7.660712765834009833e-07
1.958041958041957997e+01 7.601182547536068798e-07
1.968031968031968049e+01 7.542561754707056061e-07
1.978021978021978100e+01 7.484832166370222541e-07
1.988011988011988151e+01 7.427976020964253745e-07
1.998001998001998203e+01 7.371976000795422035e-07
2.007992007992007899e+01 7.316815219346407276e-07
2.017982017982017950e+01 7.262477208718894692e-07
2.027972027972028002e+01 7.208945906667926138e-07
2.037962037962038053e+01 7.156205645310265865e-07
2.047952047952048105e+01 7.104241139200494329e-07
2.057942057942058156e+01 7.053037474723390119e-07
2.067932067932067852e+01 7.002580098063712653e-07
2.077922077922077904e+01 6.952854806769944607e-07
2.087912087912087955e+01 6.903847737692256867e-07
2.097902097902098006e+01 6.855545358777482487e-07
2.107892107892108058e+01 6.807934458903386182e-07
2.117882117882118109e+01 6.761002139019863315e-07
2.127872127872127805e+01 6.714735803523256107e-07
2.137862137862137857e+01 6.669123151302347180e-07
2.147852147852147908e+01 6.624152167995482095e-07
2.157842157842157960e+01 6.579811117732389867e-07
2.167832167832168011e+01 6.536088535696102903e-07
2.177822177822178062e+01 6.492973220447761707e-07
2.187812187812187759e+01 6.450454226803222375e-07
2.197802197802197810e+01 6.408520858890841270e-07
2.207792207792207861e+01 6.367162663314009068e-07
2.217782217782217913e+01 6.326369422699945614e-07
2.227772227772227964e+01 6.286131149174622897e-07
2.237762237762238016e+01 6.246438078458830003e-07
2.247752247752247712e+01 6.207280663713184910e-07
2.257742257742257763e+01 6.168649569915926831e-07
2.267732267732267815e+01 6.130535668299107244e-07
2.277722277722277866e+01 6.092930030637162133e-07
2.287712287712287917e+01 6.055823924327928031e-07
2.297702297702297614e+01 6.019208807059979863e-07
2.307692307692307665e+01 5.983076322042029163e-07
2.317682317682317716e+01 5.947418293401755334e-07
2.327672327672327768e+01 5.912226720829338702e-07
2.337662337662337819e+01 5.877493775956682658e-07
2.347652347652347871e+01 5.843211796153002136e-07
2.357642357642357567e+01 5.809373285468652309e-07
2.367632367632367618e+01 5.775970901072196699e-07
2.377622377622377670e+01 5.742997460191413358e-07
2.387612387612387721e+01 5.710445927888898444e-07
2.397602397602397772e+01 5.678309417549213918e-07
2.407592407592407824e+01 5.646581185404349501e-07
2.417582417582417520e+01 5.615254627462706248e-07
2.427572427572427571e+01 5.584323277275850780e-07
2.437562437562437623e+01 5.553780800396768340e-07
2.447552447552447674e+01 5.523620994165837686e-07
2.457542457542457726e+01 5.493837778249475190e-07
2.467532467532467777e+01 5.464425201978031018e-07
2.477522477522477473e+01 5.435377430097464645e-07
2.487512487512487525e+01 5.406688747919721282e-07
2.497502497502497576e+01 5.378353554800682997e-07
2.507492507492507627e+01 5.350366362618898603e-07
2.517482517482517679e+01 5.322721792628361805e-07
2.527472527472527730e+01 5.295414572720340611e-07
2.537462537462537426e+01 5.268439535536916377e-07
2.547452547452547478e+01 5.241791615325312020e-07
2.557442557442557529e+01 5.215465846252642679e-07
2.567432567432567581e+01 5.189457359644194435e-07
2.577422577422577632e+01 5.163761381557961352e-07
2.587412587412587328e+01 5.138373231163814048e-07
2.597402597402597380e+01 5.113288318034369635e-07
2.607392607392607431e+01 5.088502140454218663e-07
2.617382617382617482e+01 5.064010283164570728e-07
2.627372627372627534e+01 5.039808415581654074e-07
2.637362637362637585e+01 5.015892289700373635e-07
2.647352647352647281e+01 4.992257738314275532e-07
2.657342657342657333e+01 4.968900673295115157e-07
2.667332667332667384e+01 4.945817083643096391e-07
2.677322677322677436e+01 4.923003033775016950e-07
2.687312687312687487e+01 4.900454662037557224e-07
2.697302697302697538e+01 4.878168178743538141e-07
2.707292707292707235e+01 4.856139865010991582e-07
2.717282717282717286e+01 4.834366070919089182e-07
2.727272727272727337e+01 4.812843213973953903e-07
2.737262737262737389e+01 4.791567778060476886e-07
2.747252747252747440e+01 4.770536310670828815e-07
2.757242757242757492e+01 4.749745424059982799e-07
2.767232767232767188e+01 4.729191790738829934e-07
2.777222777222777239e+01 4.708872144876084477e-07
2.787212787212787291e+01 4.688783279001210216e-07
2.797202797202797342e+01 4.668922044626351765e-07
2.807192807192807393e+01 4.649285348955657091e-07
2.817182817182817445e+01 4.629870155060628685e-07
2.827172827172827141e+01 4.610673480645897036e-07
2.837162837162837192e+01 4.591692395937861835e-07
2.847152847152847244e+01 4.572924024525727398e-07
2.857142857142857295e+01 4.554365539126754036e-07
2.867132867132867347e+01 4.536014164192802369e-07
2.877122877122877043e+01 4.517867171946595533e-07
2.887112887112887094e+01 4.499921883008974603e-07
2.897102897102897145e+01 4.482175664543113468e-07
2.907092907092907197e+01 4.464625930067313956e-07
2.917082917082917248e+01 4.447270137833295084e-07
2.927072927072927300e+01 4.430105790234244616e-07
2.937062937062936996e+01 4.413130432866340432e-07
2.947052947052947047e+01 4.396341653601023404e-07
2.957042957042957099e+01 4.379737081893752334e-07
2.967032967032967150e+01 4.363314387759206323e-07
2.977022977022977201e+01 4.347071281079933297e-07
2.987012987012987253e+01 4.331005510658644025e-07
2.997002997002996949e+01 4.315114863675535043e-07
3.006993006993007000e+01 4.299397164765441500e-07
3.016983016983017052e+01 4.283850275271114613e-07
3.026973026973027103e+01 4.268472092577359009e-07
3.036963036963037155e+01 4.253260549718903587e-07
3.046953046953047206e+01 4.238213613837772940e-07
3.056943056943056902e+01 4.223329286358569174e-07
3.066933066933066954e+01 4.208605602061475876e-07
3.076923076923077005e+01 4.194040628218182335e-07
3.086913086913087056e+01 4.179632464169692142e-07
3.096903096903097108e+01 4.165379240900696021e-07
3.106893106893107159e+01 4.151279119870176667e-07
3.116883116883116855e+01 4.137330293184175940e-07
3.126873126873126907e+01 4.123530982328989332e-07
3.136863136863136958e+01 4.109879437826176854e-07
3.146853146853147010e+01 4.096373939225915950e-07
3.156843156843157061e+01 4.083012793421006766e-07
3.166833166833167112e+01 4.069794335383475292e-07
3.176823176823176809e+01 4.056716926694631330e-07
3.186813186813186860e+01 4.043778955872596545e-07
3.196803196803196911e+01 4.030978836845458228e-07
3.206793206793206963e+01 4.018315009407629470e-07
3.216783216783216659e+01 4.005785938435355308e-07
3.226773226773227066e+01 3.993390113225549508e-07
3.236763236763236762e+01 3.981126047579278132e-07
3.246753246753247168e+01 3.968992278202312521e-07
3.256743256743256865e+01 3.956987366051572335e-07
3.266733266733266561e+01 3.945109894301081811e-07
3.276723276723276967e+01 3.933358468784285077e-07
3.286713286713286664e+01 3.921731717294986675e-07
3.296703296703297070e+01 3.910228289505986648e-07
3.306693306693306766e+01 3.898846855988857472e-07
3.316683316683316463e+01 3.887586108515933018e-07
3.326673326673326869e+01 3.876444759101957468e-07
3.336663336663336565e+01 3.865421540135252078e-07
3.346653346653346972e+01 3.854515203829065993e-07
3.356643356643356668e+01 3.843724521714518506e-07
3.366633366633367075e+01 3.833048284494208471e-07
3.376623376623376771e+01 3.822485301690965617e-07
3.386613386613386467e+01 3.812034401146971386e-07
3.396603396603396874e+01 3.801694429129370171e-07
3.406593406593406570e+01 3.791464249480581982e-07
3.416583416583416977e+01 3.781342743679622869e-07
3.426573426573426673e+01 3.771328810457500607e-07
3.436563436563436369e+01 3.761421365485513458e-07
3.446553446553446776e+01 3.751619341083471674e-07
3.456543456543456472e+01 3.741921685770332747e-07
3.466533466533466878e+01 3.732327364437634591e-07
3.476523476523476575e+01 3.722835357684485202e-07
3.486513486513486981e+01 3.713444661583055769e-07
3.496503496503496677e+01 3.704154287759450083e-07
3.506493506493506374e+01 3.694963262688202327e-07
3.516483516483516780e+01 3.685870627692397773e-07
3.526473526473526476e+01 3.676875438557139364e-07
3.536463536463536883e+01 3.667976765815381090e-07
3.546453546453546579e+01 3.659173693604127527e-07
3.556443556443556275e+01 3.650465320162932837e-07
3.566433566433566682e+01 3.641850757237197293e-07
3.576423576423576378e+01 3.633329130236295628e-07
3.586413586413586785e+01 3.624899577334731077e-07
3.596403596403596481e+01 3.616561250262735818e-07
3.606393606393606177e+01 3.608313313314572733e-07
3.616383616383616584e+01 3.600154943396835351e-07
3.626373626373626280e+01 3.592085329592005114e-07
3.636363636363636687e+01 3.584103673192663046e-07
3.646353646353646383e+01 3.576209187851878328e-07
3.656343656343656789e+01 3.568401098801132196e-07
3.666333666333666486e+01 3.560678643095006166e-07
3.676323676323676182e+01 3.553041068911203012e-07
3.686313686313686588e+01 3.545487636110299486e-07
3.696303696303696285e+01 3.538017615176402443e-07
3.706293706293706691e+01 3.530630287903572700e-07
3.716283716283716387e+01 3.523324946700348515e-07
3.726273726273726083e+01 3.516100894740243222e-07
3.736263736263736490e+01 3.508957445590939092e-07
3.746253746253746186e+01 3.501893923012111687e-07
3.756243756243756593e+01 3.494909660984711784e-07
3.766233766233766289e+01 3.488004003491944362e-07
3.776223776223776696e+01 3.481176304333385638e-07
3.786213786213786392e+01 3.474425927031533090e-07
3.796203796203796088e+01 3.467752244530164857e-07
3.806193806193806495e+01 3.461154639659282999e-07
3.816183816183816191e+01 3.454632503866623958e-07
3.826173826173826598e+01 3.448185238238764187e-07
3.836163836163836294e+01 3.441812252645271178e-07
3.846153846153845990e+01 3.435512965961561005e-07
3.856143856143856397e+01 3.429286805781462461e-07
3.866133866133866093e+01 3.423133208300609205e-07
3.876123876123876499e+01 3.417051618383488246e-07
3.886113886113886196e+01 3.411041489119009696e-07
3.896103896103895892e+01 3.405102281910826949e-07
3.906093906093906298e+01 3.399233466678519718e-07
3.916083916083915994e+01 3.393434520676583930e-07
3.926073926073926401e+01 3.387704929755824724e-07
3.936063936063936097e+01 3.382044187178871934e-07
3.946053946053946504e+01 3.376451794353215100e-07
3.956043956043956200e+01 3.370927259975625022e-07
3.966033966033965896e+01 3.365470100697101093e-07
3.976023976023976303e+01 3.360079839899636605e-07
3.986013986013985999e+01 3.354756008873841781e-07
3.996003996003996406e+01 3.349498145830988890e-07
4.005994005994006102e+01 3.344305796414499448e-07
4.015984015984015798e+01 3.339178513067791355e-07
4.025974025974026205e+01 3.334115855238764293e-07
4.035964035964035901e+01 3.329117389473060172e-07
4.045954045954046308e+01 3.324182688580142780e-07
4.055944055944056004e+01 3.319311332583741811e-07
4.065934065934066410e+01 3.314502907695235694e-07
4.075924075924076107e+01 3.309757007184301407e-07
4.085914085914085803e+01 3.305073230257487327e-07
4.095904095904096209e+01 3.300451182712709764e-07
4.105894105894105905e+01 3.295890476564687048e-07
4.115884115884116312e+01 3.291390730130792675e-07
4.125874125874126008e+01 3.286951567870444093e-07
4.135864135864135704e+01 3.282572620186343774e-07
4.145854145854146111e+01 3.278253523555824381e-07
4.155844155844155807e+01 3.273993920365684752e-07
4.165834165834166214e+01 3.269793458816619703e-07
4.175824175824175910e+01 3.265651792979456661e-07
4.185814185814185606e+01 3.261568582569050809e-07
4.195804195804196013e+01 3.257543493032138816e-07
4.205794205794205709e+01 3.253576195323740131e-07
4.215784215784216116e+01 3.249666366008320254e-07
4.225774225774225812e+01 3.245813686983571167e-07
4.235764235764236219e+01 3.242017845685788771e-07
4.245754245754245915e+01 3.238278534840231100e-07
4.255744255744255611e+01 3.234595452440971638e-07
4.265734265734266017e+01 3.230968301834252131e-07
4.275724275724275714e+01 3.227396791412016004e-07
4.285714285714286120e+01 3.223880634735075425e-07
4.295704295704295816e+01 3.220419550413335551e-07
4.305694305694305513e+01 3.217013262088397529e-07
4.315684315684315919e+01 3.213661498409483176e-07
4.325674325674325615e+01 3.210363992803931395e-07
4.335664335664336022e+01 3.207120483861002049e-07
4.345654345654345718e+01 3.203930714612545395e-07
4.355644355644356125e+01 3.200794433340877766e-07
4.365634365634365821e+01 3.197711392267145223e-07
4.375624375624375517e+01 3.194681349268226522e-07
4.385614385614385924e+01 3.191704066076826211e-07
4.395604395604395620e+01 3.188779309590704874e-07
4.405594405594406027e+01 3.185906850791222403e-07
4.415584415584415723e+01 3.183086465375159990e-07
4.425574425574425419e+01 3.180317933689503883e-07
4.435564435564435826e+01 3.177601040096186559e-07
4.445554445554445522e+01 3.174935573863270207e-07
4.455544455544455928e+01 3.172321327974117923e-07
4.465534465534465625e+01 3.169758100569916767e-07
4.475524475524476031e+01 3.167245693179662658e-07
4.485514485514485727e+01 3.164783912236988857e-07
4.495504495504495424e+01 3.162372568028157399e-07
4.505494505494505830e+01 3.160011475232499998e-07
4.515484515484515526e+01 3.157700452657010328e-07
4.525474525474525933e+01 3.155439323015398659e-07
4.535464535464535629e+01 3.153227913388465905e-07
4.545454545454545325e+01 3.151066054649126020e-07
4.555444555444555732e+01 3.148953581860888934e-07
4.565434565434565428e+01 3.146890334129263982e-07
4.575424575424575835e+01 3.144876154245130970e-07
4.585414585414585531e+01 3.142910889335850700e-07
4.595404595404595227e+01 3.140994390166362201e-07
4.605394605394605634e+01 3.139126511477081112e-07
4.615384615384615330e+01 3.137307111838702354e-07
4.625374625374625737e+01 3.135536053680774786e-07
4.635364635364635433e+01 3.133813203254665220e-07
4.645354645354645839e+01 3.132138430609242221e-07
4.655344655344655536e+01 3.130511609581164345e-07
4.665334665334665232e+01 3.128932617598903715e-07
4.675324675324675638e+01 3.127401336299603059e-07
4.685314685314685335e+01 3.125917650237229233e-07
4.695304695304695741e+01 3.124481448318957928e-07
4.705294705294705437e+01 3.123092622797935031e-07
4.715284715284715134e+01 3.121751069750364754e-07
4.725274725274725540e+01 3.120456688892476405e-07
4.735264735264735236e+01 3.119209383068686195e-07
4.745254745254745643e+01 3.118009059810443328e-07
4.755244755244755339e+01 3.116855628560825433e-07
4.765234765234765746e+01 3.115749004499730352e-07
4.775224775224775442e+01 3.114689104125811583e-07
4.785214785214785138e+01 3.113675849422542594e-07
4.795204795204795545e+01 3.112709164149066962e-07
4.805194805194805241e+01 3.111788976891348690e-07
4.815184815184815648e+01 3.110915219259169934e-07
4.825174825174825344e+01 3.110087826091520084e-07
4.835164835164835040e+01 3.109306736640773760e-07
4.845154845154845447e+01 3.108571891985654203e-07
4.855144855144855143e+01 3.107883238824300277e-07
4.865134865134865549e+01 3.107240724811149986e-07
4.875124875124875246e+01 3.106644303394149228e-07
4.885114885114884942e+01 3.106093929729673357e-07
4.895104895104895348e+01 3.105589563652937790e-07
4.905094905094905045e+01 3.105131167586002391e-07
4.915084915084915451e+01 3.104718707574781198e-07
4.925074925074925147e+01 3.104352153255638622e-07
4.935064935064935554e+01 3.104031477347918776e-07
4.945054945054945250e+01 3.103756656300358664e-07
4.955044955044954946e+01 3.103527669745924013e-07
4.965034965034965353e+01 3.103344500801662116e-07
4.975024975024975049e+01 3.103207135979528847e-07
4.985014985014985456e+01 3.103115564988262362e-07
4.995004995004995152e+01 3.103069781277597001e-07
